
Transactions
User,Olivier Brunel,ab12c34d-5e67-8901-2f34-5a6b78901c2d
Timestamp,Transaction Type,Asset,Quantity Transacted,Spot Price Currency,Spot Price at Transaction,Subtotal,Total (inclusive of fees and/or spread),Fees and/or Spread,Notes
2023-01-26 04:42:05 UTC,Receive,SOL,0.000002498,EUR,22.71,0.00,0.00,0,Received 0.000002498 SOL from 
2023-01-25 17:19:27 UTC,Convert,CRO,50.31572195,EUR,0.07,3.58,3.67,0.09,Converted 50.31572195 CRO to 3.899902 USDT
2023-01-25 17:16:58 UTC,Sell,EUR,2.47,EUR,1.40,3.46,2.47,-0.99,Sold 2.47 EUR for 2.47 EUR
2023-01-25 17:16:58 UTC,Sell,MNDE,63.503332265,EUR,0.05,3.46,2.47,-0.99,Sold 63.503332265 MNDE for 2.47 EUR
2023-01-20 18:11:51 UTC,Receive,SOL,0.000002489,EUR,20.88,0.00,0.00,0,Received 0.000002489 SOL from 
2023-01-18 13:59:57 UTC,Receive,SOL,0.00000691,EUR,21.25,0.00,0.00,0,Received 0.00000691 SOL from 
2023-01-15 15:33:28 UTC,Buy,BTC,0.0005172,EUR,19334.88,10.00,10.99,0.99,Bought 0.0005172 BTC for 10.99 EUR
2023-01-15 10:48:59 UTC,Receive,SOL,0.000010177,EUR,20.78,0.00,0.00,0,Received 0.000010177 SOL from 
2023-01-15 01:42:51 UTC,Buy,ETH,0.00706884,EUR,1414.66,10.00,10.99,0.99,Bought 0.00706884 ETH for 10.99 EUR
2023-01-13 17:38:46 UTC,Receive,SOL,0.000010185,EUR,15.53,0.00,0.00,0,Received 0.000010185 SOL from 
2023-01-09 09:51:22 UTC,Buy,LTC,0.12873146,EUR,77.68,10.00,10.99,0.99,Bought 0.12873146 LTC for 10.99 EUR
2023-01-08 11:06:37 UTC,Receive,SOL,0.000010221,EUR,12.73,0.00,0.00,0,Received 0.000010221 SOL from 
2023-01-05 10:50:07 UTC,Receive,SOL,0.000010345,EUR,12.39,0.00,0.00,0,Received 0.000010345 SOL from 
2023-01-03 10:14:25 UTC,Receive,SOL,0.00001047,EUR,11.20,0.00,0.00,0,Received 0.00001047 SOL from 
2023-01-01 18:38:31 UTC,Buy,ETH,0.0088675,EUR,1127.71,10.00,10.99,0.99,Bought 0.0088675 ETH for 10.99 EUR
2023-01-01 02:20:22 UTC,Buy,BTC,0.00064425,EUR,15521.92,10.00,10.99,0.99,Bought 0.00064425 BTC for 10.99 EUR
2022-12-31 10:33:01 UTC,Receive,SOL,0.000010355,EUR,9.22,0.00,0.00,0,Received 0.000010355 SOL from 
2022-12-29 10:08:31 UTC,Receive,SOL,0.000010489,EUR,8.86,0.00,0.00,0,Received 0.000010489 SOL from 
2022-12-27 10:22:38 UTC,Receive,SOL,0.000010472,EUR,10.50,0.00,0.00,0,Received 0.000010472 SOL from 
2022-12-24 10:11:11 UTC,Receive,SOL,0.000002861,EUR,10.59,0.00,0.00,0,Received 0.000002861 SOL from 
2022-12-22 11:18:34 UTC,Receive,SOL,0.000002834,EUR,11.38,0.00,0.00,0,Received 0.000002834 SOL from 
2022-12-20 10:26:45 UTC,Receive,SOL,0.000002857,EUR,11.61,0.00,0.00,0,Received 0.000002857 SOL from 
2022-12-18 10:52:22 UTC,Receive,SOL,0.000002797,EUR,11.69,0.00,0.00,0,Received 0.000002797 SOL from 
2022-12-16 11:28:39 UTC,Receive,SOL,0.000002962,EUR,12.66,0.00,0.00,0,Received 0.000002962 SOL from 
2022-12-15 14:49:51 UTC,Buy,BTC,0.00060896,EUR,16421.44,10.00,10.99,0.99,Bought 0.00060896 BTC for 10.99 EUR
2022-12-15 10:24:53 UTC,Receive,SOL,0.000002801,EUR,13.27,0.00,0.00,0,Received 0.000002801 SOL from 
2022-12-15 04:13:31 UTC,Buy,ETH,0.00821099,EUR,1217.88,10.00,10.99,0.99,Bought 0.00821099 ETH for 10.99 EUR
2022-12-13 09:32:34 UTC,Receive,SOL,0.000002809,EUR,12.41,0.00,0.00,0,Received 0.000002809 SOL from 
2022-12-11 09:16:11 UTC,Receive,SOL,0.000003046,EUR,12.94,0.00,0.00,0,Received 0.000003046 SOL from 
2022-12-09 09:13:36 UTC,Buy,LTC,0.13479046,EUR,74.19,10.00,10.99,0.99,Bought 0.13479046 LTC for 10.99 EUR
2022-12-09 07:41:38 UTC,Receive,SOL,0.000003102,EUR,12.98,0.00,0.00,0,Received 0.000003102 SOL from 
2022-12-04 10:30:15 UTC,Receive,SOL,0.00000322,EUR,12.72,0.00,0.00,0,Received 0.00000322 SOL from 
2022-12-02 10:36:16 UTC,Receive,SOL,0.000003289,EUR,12.86,0.00,0.00,0,Received 0.000003289 SOL from 
2022-12-01 21:17:26 UTC,Buy,ETH,0.00822919,EUR,1215.19,10.00,10.99,0.99,Bought 0.00822919 ETH for 10.99 EUR
2022-12-01 12:36:04 UTC,Buy,BTC,0.00060689,EUR,16477.45,10.00,10.99,0.99,Bought 0.00060689 BTC for 10.99 EUR
2022-11-30 13:47:32 UTC,Receive,SOL,0.000003323,EUR,13.07,0.00,0.00,0,Received 0.000003323 SOL from 
2022-11-28 09:25:19 UTC,Receive,SOL,0.000003379,EUR,12.82,0.00,0.00,0,Received 0.000003379 SOL from 
2022-11-26 09:20:43 UTC,Receive,SOL,0.000003209,EUR,13.87,0.00,0.00,0,Received 0.000003209 SOL from 
2022-11-23 13:33:21 UTC,Buy,MNDE,63.503332265,EUR,0.14,9.01,10.00,0.99,Bought 63.503332265 MNDE for 10 EUR
2022-11-23 13:31:41 UTC,Buy,TIME,0.14772372,EUR,125.30,18.51,20.00,1.49,Bought 0.14772372 TIME for 20 EUR
2022-11-23 09:53:41 UTC,Receive,SOL,0.000003796,EUR,12.68,0.00,0.00,0,Received 0.000003796 SOL from 
2022-11-21 08:25:17 UTC,Receive,SOL,0.000003763,EUR,11.36,0.00,0.00,0,Received 0.000003763 SOL from 
2022-11-19 08:20:41 UTC,Receive,SOL,0.000003839,EUR,12.40,0.00,0.00,0,Received 0.000003839 SOL from 
2022-11-17 09:27:05 UTC,Receive,SOL,0.000003836,EUR,13.61,0.00,0.00,0,Received 0.000003836 SOL from 
2022-11-15 20:25:49 UTC,Buy,BTC,0.00061342,EUR,16302.04,10.00,10.99,0.99,Bought 0.00061342 BTC for 10.99 EUR
2022-11-15 20:15:11 UTC,Buy,ETH,0.00821523,EUR,1217.25,10.00,10.99,0.99,Bought 0.00821523 ETH for 10.99 EUR
2022-11-14 08:13:53 UTC,Receive,SOL,0.000003987,EUR,14.30,0.00,0.00,0,Received 0.000003987 SOL from 
2022-11-12 21:24:20 UTC,Receive,SOL,0.000016743,EUR,14.40,0.00,0.00,0,Received 0.000016743 SOL from 
2022-11-11 19:08:55 UTC,Receive,SOL,0.000017142,EUR,15.62,0.00,0.00,0,Received 0.000017142 SOL from 
2022-11-11 08:40:36 UTC,Learning Reward,XCN,21.2472113035164135,EUR,0.05,0.98,0.98,0,Received 21.2472113035164135 XCN from Coinbase as a learning reward
2022-11-10 18:04:40 UTC,Receive,SOL,0.000017785,EUR,16.68,0.00,0.00,0,Received 0.000017785 SOL from 
2022-11-09 08:28:39 UTC,Learning Reward,XCN,22.8493088084085456,EUR,0.04,0.99,0.99,0,Received 22.8493088084085456 XCN from Coinbase as a learning reward
2022-11-09 08:28:01 UTC,Learning Reward,XCN,22.8493088084085456,EUR,0.04,0.99,0.99,0,Received 22.8493088084085456 XCN from Coinbase as a learning reward
2022-11-09 08:20:28 UTC,Buy,LTC,0.17574345,EUR,56.90,10.00,10.99,0.99,Bought 0.17574345 LTC for 10.99 EUR
2022-11-09 08:18:12 UTC,Buy,ETH,0.00789391,EUR,1266.80,10.00,10.99,0.99,Bought 0.00789391 ETH for 10.99 EUR
2022-11-09 08:11:25 UTC,Buy,BTC,0.00055214,EUR,18111.35,10.00,10.99,0.99,Bought 0.00055214 BTC for 10.99 EUR
2022-11-05 06:35:28 UTC,Receive,SOL,0.000016713,EUR,35.02,0.00,0.00,0,Received 0.000016713 SOL from 
2022-11-02 03:16:45 UTC,Receive,SOL,0.000016513,EUR,32.56,0.00,0.00,0,Received 0.000016513 SOL from 
2022-11-01 12:17:42 UTC,Buy,LTC,0.73911103,EUR,55.95,41.35,43.34,1.99,Bought 0.73911103 LTC for 43.34 EUR
2022-10-31 02:00:39 UTC,Receive,SOL,0.000016926,EUR,32.93,0.00,0.00,0,Received 0.000016926 SOL from 
2022-10-29 01:46:03 UTC,Receive,SOL,0.000016523,EUR,32.12,0.00,0.00,0,Received 0.000016523 SOL from 
2022-10-26 06:09:01 UTC,Receive,SOL,0.000016867,EUR,31.19,0.00,0.00,0,Received 0.000016867 SOL from 
2022-10-24 02:30:26 UTC,Receive,SOL,0.000016572,EUR,29.39,0.00,0.00,0,Received 0.000016572 SOL from 
2022-10-22 03:00:24 UTC,Receive,SOL,0.000016371,EUR,28.11,0.00,0.00,0,Received 0.000016371 SOL from 
2022-10-20 03:14:09 UTC,Receive,SOL,0.000017143,EUR,29.64,0.00,0.00,0,Received 0.000017143 SOL from 
2022-10-17 03:08:00 UTC,Receive,SOL,0.00001705,EUR,30.72,0.00,0.00,0,Received 0.00001705 SOL from 
2022-10-14 18:42:43 UTC,Receive,SOL,0.00001715,EUR,30.93,0.00,0.00,0,Received 0.00001715 SOL from 
2022-10-14 01:44:57 UTC,Receive,SOL,0.000017155,EUR,32.24,0.00,0.00,0,Received 0.000017155 SOL from 
2022-10-09 04:23:23 UTC,Receive,SOL,0.000017185,EUR,33.37,0.00,0.00,0,Received 0.000017185 SOL from 
2022-10-08 20:12:10 UTC,Receive,SOL,0.000016595,EUR,33.58,0.00,0.00,0,Received 0.000016595 SOL from 
2022-10-08 03:56:49 UTC,Receive,SOL,0.000017316,EUR,33.69,0.00,0.00,0,Received 0.000017316 SOL from 
2022-10-08 00:22:30 UTC,Receive,SOL,0.000017528,EUR,33.92,0.00,0.00,0,Received 0.000017528 SOL from 
2022-10-07 22:57:51 UTC,Receive,SOL,0.000017409,EUR,34.00,0.00,0.00,0,Received 0.000017409 SOL from 
2022-10-05 16:19:10 UTC,Receive,SOL,0.00001604,EUR,34.36,0.00,0.00,0,Received 0.00001604 SOL from 
2022-10-04 21:54:57 UTC,Receive,SOL,0.000016273,EUR,34.12,0.00,0.00,0,Received 0.000016273 SOL from 
2022-09-20 02:09:36 UTC,Receive,SOL,0.000016416,EUR,32.40,0.00,0.00,0,Received 0.000016416 SOL from Coinbase Rewards
2022-09-16 22:00:40 UTC,Receive,SOL,0.000018087,EUR,32.13,0.00,0.00,0,Received 0.000018087 SOL from Coinbase Rewards
2022-09-13 19:38:01 UTC,Receive,SOL,0.000018234,EUR,34.06,0.00,0.00,0,Received 0.000018234 SOL from Coinbase Rewards
2022-09-11 21:10:26 UTC,Receive,SOL,0.000018162,EUR,34.83,0.00,0.00,0,Received 0.000018162 SOL from Coinbase Rewards
2022-09-09 00:06:21 UTC,Receive,SOL,0.000018406,EUR,33.64,0.00,0.00,0,Received 0.000018406 SOL from Coinbase Rewards
2022-09-05 19:47:30 UTC,Receive,SOL,0.000018546,EUR,31.98,0.00,0.00,0,Received 0.000018546 SOL from Coinbase Rewards
2022-09-03 21:22:11 UTC,Receive,SOL,0.000018499,EUR,31.17,0.00,0.00,0,Received 0.000018499 SOL from Coinbase Rewards
2022-09-02 13:51:36 UTC,Receive,LTC,1.00237,EUR,59.46,59.61,59.61,0,Received 1.00237 LTC from an external account
2022-09-02 13:50:49 UTC,Receive,BTC,0.01016,EUR,20317.12,206.42,206.42,0,Received 0.01016 BTC from an external account
2022-09-02 13:49:32 UTC,Receive,FIDA,54.90516,EUR,0.42,23.05,23.05,0,Received 54.90516 FIDA from an external account
2022-09-02 13:48:35 UTC,Receive,ETH,0.03565,EUR,1631.09,58.15,58.15,0,Received 0.03565 ETH from an external account
2022-09-02 13:42:42 UTC,Buy,FIDA,21.326836,EUR,0.42,9.01,10.00,0.99,Bought 21.326836 FIDA for 10 EUR
2022-09-02 13:28:37 UTC,Buy,LTC,0.30969155,EUR,59.77,18.51,20.00,1.49,Bought 0.30969155 LTC for 20 EUR
2022-09-02 12:37:11 UTC,Learning Reward,NEAR,0.2328830926874709,EUR,4.30,1.00,1.00,0,Received 0.2328830926874709 NEAR from Coinbase as a learning reward
2022-09-02 12:37:00 UTC,Learning Reward,NEAR,0.2331817651859625,EUR,4.29,1.00,1.00,0,Received 0.2331817651859625 NEAR from Coinbase as a learning reward
2022-09-02 12:36:37 UTC,Learning Reward,NEAR,0.2331002331002331,EUR,4.28,1.00,1.00,0,Received 0.2331002331002331 NEAR from Coinbase as a learning reward
2022-09-02 12:36:21 UTC,Learning Reward,GAL,0.3981684252438782,EUR,2.51,1.00,1.00,0,Received 0.3981684252438782 GAL from Coinbase as a learning reward
2022-09-02 12:36:04 UTC,Learning Reward,GAL,0.3988035892323031,EUR,2.50,1.00,1.00,0,Received 0.3988035892323031 GAL from Coinbase as a learning reward
2022-09-02 12:35:53 UTC,Learning Reward,GAL,0.3990422984836393,EUR,2.50,1.00,1.00,0,Received 0.3990422984836393 GAL from Coinbase as a learning reward
2022-09-02 12:35:12 UTC,Learning Reward,SAND,1.059265928711403,EUR,0.94,1.00,1.00,0,Received 1.059265928711403 SAND from Coinbase as a learning reward
2022-09-02 12:34:38 UTC,Learning Reward,SAND,1.0578652279699566,EUR,0.94,1.00,1.00,0,Received 1.0578652279699566 SAND from Coinbase as a learning reward
2022-09-02 12:33:54 UTC,Learning Reward,SAND,1.0579771476936098,EUR,0.94,1.00,1.00,0,Received 1.0579771476936098 SAND from Coinbase as a learning reward
2022-09-02 12:31:39 UTC,Buy,BTC,0.00426662,EUR,20285.38,86.55,90.00,3.45,Bought 0.00426662 BTC for 90 EUR
2022-09-02 12:27:45 UTC,Buy,ETH,0.05416225,EUR,1597.98,86.55,90.00,3.45,Bought 0.05416225 ETH for 90 EUR
2022-08-31 21:41:47 UTC,Receive,SOL,0.000016452,EUR,32.07,0.00,0.00,0,Received 0.000016452 SOL from Coinbase Rewards
2022-08-28 20:34:54 UTC,Receive,SOL,0.000018823,EUR,31.94,0.00,0.00,0,Received 0.000018823 SOL from Coinbase Rewards
2022-08-25 21:26:48 UTC,Receive,SOL,0.000018493,EUR,35.98,0.00,0.00,0,Received 0.000018493 SOL from Coinbase Rewards
2022-08-22 20:14:41 UTC,Receive,SOL,0.000008602,EUR,35.07,0.00,0.00,0,Received 0.000008602 SOL from Coinbase Rewards
2022-08-19 19:54:42 UTC,Receive,SOL,0.00001715,EUR,37.19,0.00,0.00,0,Received 0.00001715 SOL from Coinbase Rewards
2022-08-16 19:23:12 UTC,Receive,SOL,0.000017079,EUR,42.33,0.00,0.00,0,Received 0.000017079 SOL from Coinbase Rewards
2022-08-13 18:49:16 UTC,Receive,SOL,0.000017183,EUR,45.34,0.00,0.00,0,Received 0.000017183 SOL from Coinbase Rewards
2022-08-10 19:40:54 UTC,Receive,SOL,0.000017242,EUR,40.17,0.00,0.00,0,Received 0.000017242 SOL from Coinbase Rewards
2022-08-07 17:33:23 UTC,Receive,SOL,0.000017765,EUR,39.90,0.00,0.00,0,Received 0.000017765 SOL from Coinbase Rewards
2022-08-05 10:06:10 UTC,Receive,SOL,0.000017782,EUR,39.33,0.00,0.00,0,Received 0.000017782 SOL from Coinbase Rewards
2022-08-02 07:16:07 UTC,Receive,SOL,0.000017768,EUR,39.35,0.00,0.00,0,Received 0.000017768 SOL from Coinbase Rewards
2022-07-30 04:37:24 UTC,Receive,SOL,0.000018118,EUR,40.75,0.00,0.00,0,Received 0.000018118 SOL from Coinbase Rewards
2022-07-27 05:21:20 UTC,Receive,SOL,0.000018307,EUR,36.02,0.00,0.00,0,Received 0.000018307 SOL from Coinbase Rewards
2022-07-25 03:34:38 UTC,Receive,SOL,0.000017998,EUR,37.18,0.00,0.00,0,Received 0.000017998 SOL from Coinbase Rewards
2022-07-22 13:52:22 UTC,Receive,SOL,0.000018243,EUR,42.54,0.00,0.00,0,Received 0.000018243 SOL from Coinbase Rewards
2022-07-18 02:06:38 UTC,Receive,SOL,0.000018411,EUR,39.05,0.00,0.00,0,Received 0.000018411 SOL from Coinbase Rewards
2022-07-15 04:14:04 UTC,Receive,SOL,0.000018529,EUR,37.30,0.00,0.00,0,Received 0.000018529 SOL from Coinbase Rewards
2022-07-12 02:28:05 UTC,Receive,SOL,0.000018567,EUR,33.81,0.00,0.00,0,Received 0.000018567 SOL from Coinbase Rewards
2022-07-08 08:29:09 UTC,Receive,SOL,0.000018758,EUR,37.08,0.00,0.00,0,Received 0.000018758 SOL from Coinbase Rewards
2022-07-04 15:55:32 UTC,Receive,SOL,0.000039892,EUR,32.89,0.00,0.00,0,Received 0.000039892 SOL from Coinbase Rewards
2022-07-02 23:02:55 UTC,Learning Reward,GRT,20.9863588667366212,EUR,0.09,1.92,1.92,0,Received 20.9863588667366212 GRT from Coinbase as a learning reward
2022-07-02 23:01:06 UTC,Learning Reward,AMP,109.7092704333516182,EUR,0.01,0.96,0.96,0,Received 109.7092704333516182 AMP from Coinbase as a learning reward
2022-07-02 22:56:53 UTC,Buy,ETH,0.09332023,EUR,1030.43,96.16,100.00,3.84,Bought 0.09332023 ETH for 100 EUR
2022-07-02 22:54:09 UTC,Buy,BTC,0.01033582,EUR,18608.10,192.33,200.00,7.67,Bought 0.01033582 BTC for 200 EUR

FROM KRAKEN ACCOUNT
2022-05-13 20:48:57 UTC,Buy,BTC,0.00247008,EUR,28691.37842,70.87,75,4.13,FROM KRAKEN ACCOUNT
2022-05-13 20:52:03 UTC,Buy,ETH,0.02397434,EUR,1967.103161,47.16,50,2.84,FROM KRAKEN ACCOUNT
2022-05-13 20:54:06 UTC,Buy,FIDA,47.7916,EUR,0.5900618519,28.2,30,1.8,FROM KRAKEN ACCOUNT
2022-05-13 20:55:54 UTC,Buy,LTC,1.00437544,EUR,65.84191266,66.13,70,3.87,FROM KRAKEN ACCOUNT
2022-01-10 15:00:30 UTC,Buy,BTC,0.00051853,EUR,36082.77245,18.71,20,1.29,FROM KRAKEN ACCOUNT
2022-01-10 15:01:07 UTC,Buy,ETH,0.00699563,EUR,2674.526812,18.71,20,1.29,FROM KRAKEN ACCOUNT
2022-01-31 13:57:50 UTC,Buy,BTC,0.00425744,EUR,33351.02785,141.99,150,8.01,FROM KRAKEN ACCOUNT
2022-01-31 13:59:39 UTC,Buy,ETH,0.00817857,EUR,2287.685989,18.71,20,1.29,FROM KRAKEN ACCOUNT
2022-01-31 14:40:27 UTC,Buy,FIDA,7.21356,EUR,2.59372626,18.71,20,1.29,FROM KRAKEN ACCOUNT
2022-02-03 15:21:40 UTC,Buy,BTC,0.00292361,EUR,32350.4161,94.58,100,5.42,FROM KRAKEN ACCOUNT
FROM KRAKEN ACCOUNT

2022-01-06 14:32:59 UTC,Receive,ETH,0.00887,EUR,2999.38,26.60,26.60,0,Received 0.00887 ETH from an external account
2022-01-06 14:32:21 UTC,Receive,LTC,0.3558,EUR,118.77,42.26,42.26,0,Received 0.3558 LTC from an external account
2022-01-06 14:30:52 UTC,Receive,BTC,0.00208,EUR,37933.17,78.90,78.90,0,Received 0.00208 BTC from an external account
2022-01-06 10:57:41 UTC,Send,ETH,0.0141811,EUR,2966.60,42.07,42.07,0,Sent 0.0141811 ETH to 
2022-01-06 10:51:57 UTC,Send,LTC,0.35780477,EUR,119.45,42.74,42.74,0,Sent 0.35780477 LTC to 
2022-01-06 10:48:16 UTC,Send,BTC,0.00210554,EUR,37860.13,79.72,79.72,0,Sent 0.00210554 BTC to 
2022-01-06 09:42:19 UTC,Buy,BTC,0.00058092,EUR,31863.25,22.13,23.91,1.78,Bought 0.00058092 BTC for 23.91 EUR
2022-01-06 09:41:15 UTC,Buy,FIL,0.76422865,EUR,24.22,22.13,23.91,1.78,Bought 0.76422865 FIL for 23.91 EUR
2022-01-06 09:39:22 UTC,Buy,ETH,0.01131661,EUR,2475.12,33.47,35.85,2.38,Bought 0.01131661 ETH for 35.85 EUR
2022-01-06 09:38:11 UTC,Buy,CLV,61.74601987,EUR,0.45,33.47,35.85,2.38,Bought 61.74601987 CLV for 35.85 EUR
2021-12-14 14:17:02 UTC,Buy,DOGE,126.32311693,EUR,0.15,21.67,23.41,1.74,Bought 126.32311693 DOGE for 23.41 EUR
2021-12-09 10:22:55 UTC,Receive,CLV,1.21212121,EUR,0.72,0.87,0.87,0,Received 1.21212121 CLV from Coinbase Earn
2021-12-09 10:22:34 UTC,Receive,CLV,1.21212121,EUR,0.72,0.87,0.87,0,Received 1.21212121 CLV from Coinbase Earn
2021-12-09 10:22:08 UTC,Receive,CLV,1.21212121,EUR,0.72,0.87,0.87,0,Received 1.21212121 CLV from Coinbase Earn
2021-12-09 10:21:35 UTC,Receive,CLV,1.21212121,EUR,0.72,0.87,0.87,0,Received 1.21212121 CLV from Coinbase Earn
2021-12-09 10:21:19 UTC,Receive,CLV,1.21212121,EUR,0.72,0.87,0.87,0,Received 1.21212121 CLV from Coinbase Earn
2021-12-07 07:44:50 UTC,Buy,SHIB,314846.56679405,EUR,0.00,10.59,11.76,1.17,Bought 314846.56679405 SHIB for 11.76 EUR
2021-12-01 13:16:16 UTC,Buy,SOL,0.05327344,EUR,169.13,10.60,11.77,1.17,Bought 0.05327344 SOL for 11.77 EUR
2021-12-01 13:14:35 UTC,Buy,CRO,50.31572195,EUR,0.56,32.96,35.31,2.35,Bought 50.31572195 CRO for 35.31 EUR
2021-12-01 13:13:22 UTC,Buy,FIL,0.2165501,EUR,41.61,10.60,11.77,1.17,Bought 0.2165501 FIL for 11.77 EUR
2021-12-01 13:10:30 UTC,Buy,LTC,0.35780477,EUR,159.33,67.09,70.61,3.52,Bought 0.35780477 LTC for 70.61 EUR
2021-12-01 13:09:01 UTC,Buy,BTC,0.00132118,EUR,43150.82,67.09,70.61,3.52,Bought 0.00132118 BTC for 70.61 EUR
2021-12-01 13:07:38 UTC,Receive,AMP,16.61129568,EUR,0.05,0.88,0.88,0,Received 16.61129568 AMP from Coinbase Earn
2021-12-01 13:07:03 UTC,Receive,AMP,16.60577881,EUR,0.05,0.88,0.88,0,Received 16.60577881 AMP from Coinbase Earn
2021-12-01 13:06:29 UTC,Receive,AMP,16.60577881,EUR,0.05,0.88,0.88,0,Received 16.60577881 AMP from Coinbase Earn
2021-12-01 13:05:44 UTC,Receive,GRT,1.06587082,EUR,0.83,0.89,0.89,0,Received 1.06587082 GRT from Coinbase Earn
2021-12-01 13:05:17 UTC,Receive,GRT,1.06484932,EUR,0.83,0.88,0.88,0,Received 1.06484932 GRT from Coinbase Earn
2021-12-01 13:03:57 UTC,Receive,GRT,1.06575722,EUR,0.83,0.88,0.88,0,Received 1.06575722 GRT from Coinbase Earn
2021-12-01 13:03:36 UTC,Receive,GRT,1.06575722,EUR,0.83,0.88,0.88,0,Received 1.06575722 GRT from Coinbase Earn
2021-12-01 13:02:58 UTC,Receive,FET,1.3374348,EUR,0.66,0.88,0.88,0,Received 1.3374348 FET from Coinbase Earn
2021-12-01 13:02:25 UTC,Receive,FET,1.3374348,EUR,0.66,0.88,0.88,0,Received 1.3374348 FET from Coinbase Earn
2021-12-01 13:01:58 UTC,Receive,FET,1.34138162,EUR,0.66,0.89,0.89,0,Received 1.34138162 FET from Coinbase Earn
2021-12-01 13:00:00 UTC,Receive,XLM,5.9674594,EUR,0.30,1.77,1.77,0,Received 5.9674594 XLM from Coinbase Earn
2021-12-01 12:59:40 UTC,Receive,XLM,5.9674594,EUR,0.30,1.77,1.77,0,Received 5.9674594 XLM from Coinbase Earn
2021-12-01 12:58:41 UTC,Receive,XLM,5.9652524,EUR,0.30,1.77,1.77,0,Received 5.9652524 XLM from Coinbase Earn
2021-12-01 12:56:34 UTC,Receive,XLM,5.9656794,EUR,0.30,1.77,1.77,0,Received 5.9656794 XLM from Coinbase Earn
2021-12-01 12:55:02 UTC,Receive,XLM,5.9637227,EUR,0.30,1.77,1.77,0,Received 5.9637227 XLM from Coinbase Earn
2021-11-18 10:02:19 UTC,Buy,ETH,0.00286449,EUR,3145.41,10.73,11.91,1.18,Bought 0.00286449 ETH for 11.91 EUR
2021-11-18 09:59:58 UTC,Buy,BTC,0.00020344,EUR,44288.24,10.73,11.91,1.18,Bought 0.00020344 BTC for 11.91 EUR
